ind,movieId,rating,timestamp
5535305,648,3.5,2014-04-16 19:48:39
5535306,288,3.0,2014-04-16 19:48:41
5535307,70,3.5,2014-04-16 19:52:10
5535308,541,4.0,2014-04-16 19:52:43
5535309,904,4.0,2014-04-16 19:52:48
5535310,172,3.5,2014-04-16 19:53:01
5535311,912,3.0,2014-04-16 19:53:50
5535312,315,3.5,2014-04-16 19:55:21
5535313,231,5.0,2014-04-16 19:56:41
5535314,337,1.5,2014-04-16 20:32:48
5535315,745,3.5,2014-04-16 20:34:58
5535316,111,4.0,2014-04-16 21:35:35
5535317,595,3.0,2014-04-16 21:43:52
5535318,480,5.0,2014-04-16 21:43:54
5535319,95,3.0,2014-04-16 21:43:59
5535320,344,3.0,2014-04-16 21:50:28
5535321,19,2.0,2014-04-16 21:50:30
5535322,344,4.5,2014-04-16 22:46:39
5535323,377,5.0,2014-04-16 23:30:44
5535324,1029,4.5,2014-04-16 23:32:34
5535325,586,3.0,2014-04-16 23:38:40
5535326,377,4.5,2014-04-16 23:38:50
5535327,318,5.0,2014-04-16 23:45:45
5535328,457,5.0,2014-04-16 23:57:03
5535329,356,3.0,2014-04-16 23:57:45
5535330,110,3.5,2014-04-16 23:59:59
5535331,1,5.0,2014-04-17 00:04:37
5535332,595,3.5,2014-04-17 00:10:52
5535333,552,3.5,2014-04-17 01:03:34
5535334,44,3.5,2014-04-17 01:04:01
5535335,333,3.5,2014-04-17 01:04:05
5535336,910,5.0,2014-04-17 01:04:31
5535337,355,2.0,2014-04-17 01:04:59
5535338,914,4.5,2014-04-17 01:05:06
5535339,356,4.5,2014-04-17 01:07:09
5535340,1036,5.0,2014-04-17 01:07:57
5535341,586,4.5,2014-04-17 01:08:08
5535342,380,5.0,2014-04-17 01:08:11
5535343,318,3.5,2014-04-17 01:08:14
5535344,50,4.5,2014-04-17 01:08:24
5535345,34,3.5,2014-04-17 01:08:28
5535346,2,4.0,2014-04-17 01:08:33
5535347,485,4.0,2014-04-17 01:13:38
5535348,428,3.5,2014-04-17 01:31:38
5535349,47,3.5,2014-04-17 03:10:43
5535350,306,4.5,2014-04-17 03:16:34
5535351,319,4.0,2014-04-17 03:17:32
5535352,898,4.0,2014-04-17 03:21:52
5535353,44,3.0,2014-04-17 03:22:25
5535354,50,5.0,2014-04-17 03:26:52
5535355,260,4.0,2014-04-17 03:27:31
5535356,296,5.0,2014-04-17 03:27:48
5535357,14,4.0,2014-04-17 03:28:14
5535358,237,1.5,2014-04-17 03:31:42
5535359,527,4.0,2014-04-17 03:38:08
5535360,318,3.5,2014-04-17 03:45:09
5535361,593,2.0,2014-04-17 03:46:44
5535362,247,4.0,2014-04-17 03:48:11
5535363,296,4.0,2014-04-17 03:48:53
5535364,50,4.0,2014-04-17 03:49:00
5535365,307,4.5,2014-04-17 04:00:43
5535366,971,4.0,2014-04-17 04:03:59
5535367,933,4.0,2014-04-17 04:06:50
5535368,909,4.5,2014-04-17 04:07:43
5535369,899,4.0,2014-04-17 04:13:58
5535370,910,4.0,2014-04-17 04:15:25
5535371,922,4.0,2014-04-17 04:17:00
5535372,300,4.0,2014-04-17 04:22:24
5535373,515,3.5,2014-04-17 04:22:31
5535374,830,3.5,2014-04-17 04:23:24
5535375,213,4.5,2014-04-17 04:25:09
5535376,945,3.5,2014-04-17 04:25:34
5535377,290,4.0,2014-04-17 04:33:17
5535378,904,4.0,2014-04-17 04:33:43
5535379,923,3.5,2014-04-17 04:34:20
5535380,750,3.5,2014-04-17 04:34:24
5535381,912,3.5,2014-04-17 04:35:48
5535382,908,3.5,2014-04-17 04:36:20
5535383,58,4.5,2014-04-17 04:36:24
5535384,903,3.0,2014-04-17 04:37:15
5535385,858,4.0,2014-04-17 04:41:14
5535386,953,4.0,2014-04-17 04:45:05
5535387,116,3.0,2014-04-17 04:46:00
5535388,265,2.5,2014-04-17 04:46:51
5535389,931,3.0,2014-04-17 04:47:54
5535390,111,4.0,2014-04-17 04:50:44
5535391,308,4.0,2014-04-17 04:52:57
5535392,446,4.0,2014-04-17 04:54:13
5535393,608,4.0,2014-04-17 04:58:18
5535394,914,3.5,2014-04-17 05:02:58
5535395,919,3.0,2014-04-17 05:03:52
5535396,944,4.0,2014-04-17 05:17:00
5535397,47,2.0,2014-04-17 05:19:16
5535398,364,4.0,2014-04-17 05:26:17
5535399,1035,3.5,2014-04-17 05:28:47
5535400,16,3.5,2014-04-17 05:43:27
5535401,62,2.5,2014-04-17 05:47:34
5535402,356,2.5,2014-04-17 05:53:31
5535403,272,3.5,2014-04-17 05:54:08
5535404,509,4.0,2014-04-17 06:21:20
5535405,324,3.5,2014-04-17 06:23:01
5535406,105,3.5,2014-04-17 06:59:35
5535407,29,2.0,2014-04-17 07:10:02
5535408,318,3.0,2014-04-17 07:11:17
5535409,527,1.5,2014-04-17 07:12:22
5535410,608,3.0,2014-04-17 08:30:42
5535411,380,5.0,2014-04-17 08:56:31
5535412,292,4.0,2014-04-17 08:56:31
5535413,208,2.0,2014-04-17 08:56:33
5535414,104,3.0,2014-04-17 08:56:34
5535415,10,4.0,2014-04-17 08:56:37
5535416,296,3.5,2014-04-17 10:51:17
5535417,356,5.0,2014-04-17 10:51:28
5535418,318,5.0,2014-04-17 10:51:42
5535419,150,5.0,2014-04-17 10:52:57
5535420,364,4.5,2014-04-17 10:53:24
5535421,319,3.0,2014-04-17 11:16:34
5535422,902,3.0,2014-04-17 12:56:54
5535423,1059,4.5,2014-04-17 12:56:58
5535424,318,5.0,2014-04-17 13:04:02
5535425,527,4.0,2014-04-17 13:04:10
5535426,750,4.5,2014-04-17 13:05:13
5535427,648,3.0,2014-04-17 15:11:35
5535428,551,3.0,2014-04-17 15:35:28
5535429,260,3.5,2014-04-17 15:39:26
5535430,750,5.0,2014-04-17 16:15:12
5535431,111,5.0,2014-04-17 16:15:39
5535432,21,4.5,2014-04-17 16:17:56
5535433,16,4.5,2014-04-17 16:20:14
5535434,104,3.0,2014-04-17 16:22:39
5535435,368,4.0,2014-04-17 16:23:01
5535436,1037,4.5,2014-04-17 16:25:50
5535437,318,4.0,2014-04-17 16:53:51
5535438,260,4.5,2014-04-17 16:54:47
5535439,296,5.0,2014-04-17 17:04:35
5535440,356,4.0,2014-04-17 17:04:37
5535441,480,3.0,2014-04-17 17:04:47
5535442,110,2.0,2014-04-17 17:04:50
5535443,780,2.5,2014-04-17 17:05:13
5535444,32,4.5,2014-04-17 17:05:28
5535445,47,4.0,2014-04-17 17:05:46
5535446,648,3.5,2014-04-17 17:05:57
5535447,364,3.0,2014-04-17 17:06:00
5535448,223,3.5,2014-04-17 17:34:14
5535449,500,4.0,2014-04-17 18:54:33
5535450,788,3.5,2014-04-17 18:59:48
5535451,903,3.5,2014-04-17 19:03:34
5535452,1061,3.5,2014-04-17 19:11:37
5535453,431,4.0,2014-04-17 19:12:22
5535454,290,0.5,2014-04-17 19:17:45
5535455,363,0.5,2014-04-17 19:18:21
5535456,175,3.5,2014-04-17 19:18:34
5535457,1046,0.5,2014-04-17 19:18:55
5535458,585,0.5,2014-04-17 19:18:57
5535459,581,0.5,2014-04-17 19:19:12
5535460,602,0.5,2014-04-17 19:19:32
5535461,97,0.5,2014-04-17 19:20:05
5535462,318,4.5,2014-04-17 19:21:27
5535463,858,4.0,2014-04-17 19:21:29
5535464,527,3.5,2014-04-17 19:21:36
5535465,50,3.5,2014-04-17 19:21:42
5535466,1066,0.5,2014-04-17 19:22:03
5535467,556,0.5,2014-04-17 19:22:30
5535468,904,3.5,2014-04-17 19:22:33
5535469,912,1.5,2014-04-17 19:22:38
5535470,123,0.5,2014-04-17 19:23:12
5535471,154,3.0,2014-04-17 19:27:19
5535472,926,2.5,2014-04-17 19:37:33
5535473,364,2.0,2014-04-17 19:48:33
5535474,50,4.5,2014-04-17 21:01:55
5535475,457,4.5,2014-04-17 21:02:25
5535476,356,4.5,2014-04-17 21:02:30
5535477,508,4.0,2014-04-17 21:03:52
5535478,364,4.0,2014-04-17 21:04:02
5535479,541,4.0,2014-04-17 21:04:57
5535480,364,3.5,2014-04-17 21:58:22
5535481,593,4.0,2014-04-17 22:28:59
5535482,231,3.5,2014-04-17 22:30:51
5535483,529,3.5,2014-04-17 22:31:11
5535484,32,3.5,2014-04-17 22:31:48
5535485,1036,5.0,2014-04-17 22:36:49
5535486,905,4.0,2014-04-17 22:36:59
5535487,541,5.0,2014-04-17 22:40:12
5535488,798,1.0,2014-04-17 22:59:27
5535489,451,5.0,2014-04-17 23:01:56
5535490,760,2.5,2014-04-17 23:03:47
5535491,7,5.0,2014-04-17 23:04:37
5535492,858,4.0,2014-04-17 23:17:29
5535493,50,5.0,2014-04-17 23:17:31
5535494,750,5.0,2014-04-17 23:17:51
5535495,541,5.0,2014-04-17 23:18:31
5535496,32,4.5,2014-04-17 23:19:12
5535497,306,3.0,2014-04-17 23:21:16
5535498,296,4.5,2014-04-17 23:21:48
5535499,555,4.0,2014-04-17 23:26:58
5535500,924,4.5,2014-04-17 23:27:24
5535501,6,4.5,2014-04-17 23:28:50
5535502,371,5.0,2014-04-17 23:38:25
5535503,483,5.0,2014-04-17 23:39:58
5535504,1059,4.0,2014-04-18 02:17:56
5535505,29,4.0,2014-04-18 02:18:16
5535506,745,5.0,2014-04-18 02:23:20
5535507,608,5.0,2014-04-18 02:27:29
5535508,750,5.0,2014-04-18 02:28:52
5535509,858,5.0,2014-04-18 02:29:09
5535510,296,5.0,2014-04-18 02:29:18
5535511,32,5.0,2014-04-18 02:29:22
5535512,527,5.0,2014-04-18 02:30:28
5535513,593,5.0,2014-04-18 02:30:55
5535514,47,5.0,2014-04-18 02:31:24
5535515,541,5.0,2014-04-18 02:31:31
5535516,318,5.0,2014-04-18 02:31:41
5535517,50,5.0,2014-04-18 02:31:48
5535518,356,5.0,2014-04-18 02:32:15
5535519,260,4.5,2014-04-18 03:32:38
5535520,431,4.0,2014-04-18 04:00:19
5535521,849,1.0,2014-04-18 04:00:40
5535522,267,0.5,2014-04-18 04:05:01
5535523,60,3.0,2014-04-18 04:25:47
5535524,262,3.5,2014-04-18 04:29:48
5535525,593,5.0,2014-04-18 04:40:34
5535526,260,3.5,2014-04-18 04:41:18
5535527,296,4.5,2014-04-18 04:48:47
5535528,608,4.0,2014-04-18 04:50:26
5535529,47,5.0,2014-04-18 04:53:57
5535530,909,4.0,2014-04-18 04:55:35
5535531,858,4.5,2014-04-18 04:57:01
5535532,590,3.0,2014-04-18 05:37:53
5535533,750,4.0,2014-04-18 08:05:50
5535534,595,2.5,2014-04-18 08:24:36
5535535,231,1.5,2014-04-18 08:24:40
5535536,10,2.5,2014-04-18 08:25:54
5535537,208,1.0,2014-04-18 08:26:01
5535538,357,3.0,2014-04-18 08:26:16
5535539,293,4.0,2014-04-18 08:26:32
5535540,788,1.0,2014-04-18 08:27:58
5535541,594,3.0,2014-04-18 08:28:17
5535542,317,1.0,2014-04-18 08:29:29
5535543,736,3.0,2014-04-18 08:59:18
5535544,592,5.0,2014-04-18 08:59:19
5535545,588,4.0,2014-04-18 08:59:21
5535546,648,4.0,2014-04-18 08:59:35
5535547,454,3.0,2014-04-18 08:59:36
5535548,586,4.0,2014-04-18 08:59:57
5535549,780,3.0,2014-04-18 08:59:59
5535550,377,4.0,2014-04-18 09:00:23
5535551,788,3.0,2014-04-18 09:00:47
5535552,733,3.0,2014-04-18 09:00:49
5535553,165,4.0,2014-04-18 09:00:58
5535554,153,3.0,2014-04-18 09:01:04
5535555,1047,3.0,2014-04-18 10:17:24
5535556,318,4.5,2014-04-18 10:23:18
5535557,858,4.0,2014-04-18 10:23:21
5535558,50,4.5,2014-04-18 10:23:24
5535559,527,2.0,2014-04-18 10:23:29
5535560,260,5.0,2014-04-18 10:24:34
5535561,480,3.5,2014-04-18 10:26:01
5535562,780,4.0,2014-04-18 10:28:45
5535563,968,3.5,2014-04-18 10:33:06
5535564,380,3.5,2014-04-18 11:06:44
5535565,733,5.0,2014-04-18 11:09:58
5535566,588,4.0,2014-04-18 11:15:38
5535567,442,5.0,2014-04-18 11:15:39
5535568,10,4.5,2014-04-18 11:16:40
5535569,673,4.0,2014-04-18 11:18:17
5535570,235,1.0,2014-04-18 11:18:29
5535571,910,4.5,2014-04-18 12:53:33
5535572,783,4.0,2014-04-18 12:54:07
5535573,661,5.0,2014-04-18 12:54:56
5535574,899,3.5,2014-04-18 12:56:36
5535575,673,3.0,2014-04-18 12:57:39
5535576,168,5.0,2014-04-18 13:10:31
5535577,919,4.5,2014-04-18 13:26:37
5535578,527,4.5,2014-04-18 13:33:26
5535579,356,4.0,2014-04-18 13:41:23
5535580,199,5.0,2014-04-18 13:46:30
5535581,1,4.0,2014-04-18 13:48:13
5535582,902,4.0,2014-04-18 14:06:14
5535583,18,3.5,2014-04-18 14:31:39
5535584,231,2.5,2014-04-18 14:59:46
5535585,5,3.0,2014-04-18 15:33:06
5535586,485,2.0,2014-04-18 15:33:10
5535587,58,1.0,2014-04-18 15:33:41
5535588,333,3.5,2014-04-18 15:33:51
5535589,783,2.5,2014-04-18 15:34:01
5535590,318,4.0,2014-04-18 15:36:01
5535591,260,5.0,2014-04-18 15:37:41
5535592,593,4.5,2014-04-18 15:38:14
5535593,480,4.5,2014-04-18 15:45:29
5535594,589,4.0,2014-04-18 15:46:39
5535595,223,4.5,2014-04-18 15:46:56
5535596,32,4.0,2014-04-18 15:47:12
5535597,110,4.0,2014-04-18 15:48:26
5535598,1036,5.0,2014-04-18 15:49:14
5535599,1,4.0,2014-04-18 15:49:50
5535600,47,4.5,2014-04-18 15:50:50
5535601,356,5.0,2014-04-18 15:51:06
5535602,953,5.0,2014-04-18 15:51:18
5535603,500,3.5,2014-04-18 16:46:20
5535604,2,3.5,2014-04-18 16:46:56
5535605,267,3.0,2014-04-18 17:14:34
5535606,12,2.5,2014-04-18 17:14:44
5535607,364,5.0,2014-04-18 17:17:53
5535608,761,2.0,2014-04-18 17:18:20
5535609,257,3.5,2014-04-18 17:19:57
5535610,351,3.0,2014-04-18 17:20:41
5535611,1015,3.0,2014-04-18 17:20:56
5535612,74,2.5,2014-04-18 17:21:28
5535613,355,2.5,2014-04-18 17:21:37
5535614,517,4.0,2014-04-18 17:23:32
5535615,305,2.5,2014-04-18 17:23:38
5535616,370,2.0,2014-04-18 18:36:20
5535617,555,3.0,2014-04-18 18:44:02
5535618,356,3.5,2014-04-18 19:03:33
5535619,964,4.0,2014-04-18 20:42:09
5535620,6,3.0,2014-04-18 20:52:09
5535621,786,3.0,2014-04-18 21:53:50
5535622,673,2.5,2014-04-18 22:57:30
5535623,318,4.5,2014-04-18 23:02:25
5535624,50,5.0,2014-04-18 23:02:32
5535625,296,4.5,2014-04-19 00:19:46
5535626,6,4.5,2014-04-19 00:20:25
5535627,593,3.5,2014-04-19 00:23:37
5535628,377,3.0,2014-04-19 00:24:41
5535629,367,3.0,2014-04-19 00:24:59
5535630,39,3.0,2014-04-19 00:26:02
5535631,919,2.0,2014-04-19 00:26:51
5535632,788,1.5,2014-04-19 00:28:14
5535633,879,0.5,2014-04-19 00:35:24
5535634,673,3.0,2014-04-19 00:35:30
5535635,372,1.5,2014-04-19 00:39:07
5535636,927,0.5,2014-04-19 00:39:41
5535637,1069,0.5,2014-04-19 00:46:11
5535638,1029,0.5,2014-04-19 00:50:12
5535639,899,0.5,2014-04-19 00:50:15
5535640,70,4.0,2014-04-19 00:50:34
5535641,934,0.5,2014-04-19 00:53:13
5535642,537,0.5,2014-04-19 00:53:32
5535643,181,0.5,2014-04-19 00:53:41
5535644,906,4.5,2014-04-19 03:33:55
5535645,193,2.5,2014-04-19 03:57:19
5535646,318,4.0,2014-04-19 04:08:31
5535647,953,4.0,2014-04-19 04:11:59
5535648,47,3.5,2014-04-19 04:12:44
5535649,356,5.0,2014-04-19 04:13:03
5535650,736,3.5,2014-04-19 04:15:17
5535651,367,3.0,2014-04-19 04:15:21
5535652,1036,4.0,2014-04-19 04:15:40
5535653,6,5.0,2014-04-19 04:15:55
5535654,34,2.0,2014-04-19 04:16:22
5535655,70,0.5,2014-04-19 04:18:23
5535656,145,3.0,2014-04-19 04:18:28
5535657,44,1.0,2014-04-19 04:18:39
5535658,1,4.5,2014-04-19 04:19:30
5535659,431,5.0,2014-04-19 04:19:52
5535660,858,3.0,2014-04-19 04:24:59
5535661,527,2.5,2014-04-19 04:25:04
5535662,260,3.5,2014-04-19 04:25:34
5535663,593,3.5,2014-04-19 04:25:51
5535664,608,5.0,2014-04-19 04:27:52
5535665,318,5.0,2014-04-19 04:28:10
5535666,356,4.5,2014-04-19 04:28:13
5535667,541,5.0,2014-04-19 04:28:17
5535668,25,0.5,2014-04-19 04:29:05
5535669,288,5.0,2014-04-19 04:29:09
5535670,912,2.5,2014-04-19 04:29:56
5535671,923,0.5,2014-04-19 04:30:05
5535672,235,0.5,2014-04-19 04:30:17
5535673,471,2.5,2014-04-19 04:33:05
5535674,224,0.5,2014-04-19 04:34:38
5535675,296,2.5,2014-04-19 04:36:18
5535676,480,4.0,2014-04-19 04:36:24
5535677,150,3.0,2014-04-19 04:36:31
5535678,457,3.0,2014-04-19 04:36:42
5535679,780,4.0,2014-04-19 04:36:45
5535680,592,3.5,2014-04-19 04:36:51
5535681,588,5.0,2014-04-19 04:37:03
5535682,344,3.0,2014-04-19 04:37:12
5535683,648,3.5,2014-04-19 04:37:28
5535684,364,4.5,2014-04-19 04:37:31
5535685,595,4.0,2014-04-19 04:37:36
5535686,153,3.0,2014-04-19 04:37:42
5535687,736,2.5,2014-04-19 04:37:47
5535688,500,3.0,2014-04-19 04:38:00
5535689,367,3.0,2014-04-19 04:38:05
5535690,231,4.0,2014-04-19 04:38:17
5535691,316,4.0,2014-04-19 04:38:19
5535692,597,2.5,2014-04-19 04:38:24
5535693,733,3.0,2014-04-19 04:38:27
5535694,349,2.5,2014-04-19 04:38:33
5535695,208,3.0,2014-04-19 04:39:10
5535696,586,3.5,2014-04-19 04:39:14
5535697,39,3.0,2014-04-19 04:39:39
5535698,185,3.5,2014-04-19 04:39:50
5535699,428,0.5,2014-04-19 04:40:21
5535700,19,4.0,2014-04-19 04:41:01
5535701,410,3.0,2014-04-19 04:41:47
5535702,104,4.0,2014-04-19 04:41:53
5535703,565,0.5,2014-04-19 04:41:54
5535704,594,4.0,2014-04-19 04:42:20
5535705,16,4.0,2014-04-19 04:42:33
5535706,481,0.5,2014-04-19 04:43:19
5535707,520,3.0,2014-04-19 04:44:16
5535708,784,3.0,2014-04-19 04:44:19
5535709,370,3.0,2014-04-19 04:44:23
5535710,832,2.5,2014-04-19 04:44:37
5535711,160,2.5,2014-04-19 04:44:42
5535712,596,2.5,2014-04-19 04:45:41
5535713,196,3.5,2014-04-19 04:45:55
5535714,780,4.0,2014-04-19 04:47:22
5535715,377,3.0,2014-04-19 04:47:57
5535716,364,4.5,2014-04-19 04:48:07
5535717,736,4.0,2014-04-19 04:48:24
5535718,316,4.5,2014-04-19 04:48:49
5535719,231,4.0,2014-04-19 04:48:51
5535720,628,0.5,2014-04-19 04:48:58
5535721,208,3.0,2014-04-19 04:49:38
5535722,293,5.0,2014-04-19 04:50:24
5535723,288,4.5,2014-04-19 04:50:45
5535724,36,4.0,2014-04-19 04:51:27
5535725,300,5.0,2014-04-19 04:51:55
5535726,293,4.5,2014-04-19 06:12:49
5535727,180,3.0,2014-04-19 06:31:41
5535728,924,5.0,2014-04-19 08:07:35
5535729,356,4.5,2014-04-19 08:26:32
5535730,589,4.0,2014-04-19 08:26:51
5535731,588,3.5,2014-04-19 08:27:22
5535732,116,0.5,2014-04-19 08:43:02
5535733,714,0.5,2014-04-19 08:49:11
5535734,315,0.5,2014-04-19 11:15:30
5535735,914,0.5,2014-04-19 11:34:38
5535736,743,0.5,2014-04-19 11:34:43
5535737,362,3.5,2014-04-19 12:13:52
5535738,107,2.5,2014-04-19 12:14:24
5535739,60,3.5,2014-04-19 12:14:36
5535740,413,3.5,2014-04-19 12:14:53
5535741,88,4.0,2014-04-19 12:15:45
5535742,361,4.5,2014-04-19 12:16:13
5535743,318,5.0,2014-04-19 12:18:47
5535744,527,3.5,2014-04-19 12:18:59
5535745,260,4.0,2014-04-19 12:29:24
5535746,593,4.0,2014-04-19 12:29:47
5535747,745,4.0,2014-04-19 12:30:03
5535748,951,4.5,2014-04-19 12:30:20
5535749,296,4.5,2014-04-19 12:30:38
5535750,541,3.0,2014-04-19 12:30:59
5535751,780,3.5,2014-04-19 14:28:59
5535752,60,4.0,2014-04-19 16:58:13
5535753,898,4.0,2014-04-19 16:58:16
5535754,934,4.5,2014-04-19 17:00:26
5535755,928,4.5,2014-04-19 17:00:29
5535756,904,4.5,2014-04-19 17:02:48
5535757,903,4.5,2014-04-19 17:02:57
5535758,911,4.5,2014-04-19 17:03:00
5535759,965,3.5,2014-04-19 17:03:02
5535760,908,4.5,2014-04-19 17:03:09
5535761,913,3.0,2014-04-19 17:03:12
5535762,933,4.0,2014-04-19 17:03:35
5535763,955,5.0,2014-04-19 17:03:48
5535764,942,3.5,2014-04-19 17:04:19
5535765,1059,4.0,2014-04-19 17:04:56
5535766,374,3.5,2014-04-19 17:06:21
5535767,920,4.0,2014-04-19 17:10:15
5535768,597,3.5,2014-04-19 17:11:04
5535769,34,2.5,2014-04-19 17:11:16
5535770,1007,4.5,2014-04-19 17:11:50
5535771,1014,4.0,2014-04-19 17:11:53
5535772,1013,4.0,2014-04-19 17:12:00
5535773,420,3.5,2014-04-19 18:11:01
5535774,435,1.5,2014-04-19 18:11:05
5535775,2,3.5,2014-04-19 18:11:09
5535776,838,3.5,2014-04-19 18:34:31
5535777,1015,3.0,2014-04-19 18:42:40
5535778,912,4.0,2014-04-19 18:51:47
5535779,260,4.0,2014-04-19 18:52:17
5535780,306,3.0,2014-04-19 19:00:19
5535781,435,0.5,2014-04-19 19:52:29
5535782,292,4.0,2014-04-19 19:54:39
5535783,123,3.5,2014-04-19 20:05:08
5535784,955,5.0,2014-04-19 20:07:48
5535785,951,4.0,2014-04-19 20:09:08
5535786,163,5.0,2014-04-19 20:11:16
5535787,930,4.0,2014-04-19 20:11:25
5535788,914,4.0,2014-04-19 20:13:07
5535789,916,4.0,2014-04-19 20:13:13
5535790,203,2.0,2014-04-19 20:37:51
5535791,477,4.0,2014-04-19 20:38:40
5535792,446,4.5,2014-04-19 20:39:36
5535793,922,4.0,2014-04-19 20:42:54
5535794,926,5.0,2014-04-19 20:43:28
5535795,593,4.0,2014-04-19 20:44:14
5535796,296,1.5,2014-04-19 20:45:05
5535797,903,4.0,2014-04-19 20:45:47
5535798,914,3.5,2014-04-19 21:12:13
5535799,316,3.0,2014-04-19 22:01:47
5535800,208,4.0,2014-04-19 22:01:50
5535801,2,3.5,2014-04-19 22:02:06
5535802,260,5.0,2014-04-19 22:14:57
5535803,339,4.0,2014-04-19 22:47:28
5535804,785,3.0,2014-04-19 22:48:48
5535805,552,3.0,2014-04-19 22:48:50
5535806,170,3.5,2014-04-19 23:59:38
5535807,193,0.5,2014-04-19 23:59:47
5535808,610,3.0,2014-04-19 23:59:58
5535809,799,4.0,2014-04-20 00:00:32
5535810,88,4.5,2014-04-20 00:00:59
5535811,50,3.5,2014-04-20 00:03:57
5535812,908,3.5,2014-04-20 00:04:28
5535813,260,5.0,2014-04-20 00:05:02
5535814,593,4.5,2014-04-20 00:05:19
5535815,296,5.0,2014-04-20 00:05:54
5535816,541,3.5,2014-04-20 00:06:06
5535817,608,4.0,2014-04-20 00:06:33
5535818,480,4.0,2014-04-20 00:09:10
5535819,356,4.0,2014-04-20 00:11:39
5535820,1,4.5,2014-04-20 00:12:07
5535821,457,5.0,2014-04-20 00:12:19
5535822,589,5.0,2014-04-20 00:12:40
5535823,223,5.0,2014-04-20 00:12:43
5535824,1036,5.0,2014-04-20 00:13:00
5535825,32,4.5,2014-04-20 00:13:03
5535826,47,5.0,2014-04-20 00:15:28
5535827,778,3.5,2014-04-20 00:17:07
5535828,235,3.0,2014-04-20 00:20:41
5535829,110,3.0,2014-04-20 00:23:18
5535830,508,5.0,2014-04-20 00:56:54
5535831,589,3.5,2014-04-20 00:58:49
5535832,393,0.5,2014-04-20 01:04:02
5535833,546,0.5,2014-04-20 01:04:04
5535834,592,4.0,2014-04-20 01:11:23
5535835,377,3.0,2014-04-20 01:11:50
5535836,380,4.0,2014-04-20 01:11:58
5535837,924,2.5,2014-04-20 01:14:23
5535838,733,3.0,2014-04-20 01:19:27
5535839,349,3.5,2014-04-20 01:19:48
5535840,919,2.5,2014-04-20 01:38:46
5535841,2,2.5,2014-04-20 01:39:17
5535842,475,3.0,2014-04-20 01:40:13
5535843,1035,2.5,2014-04-20 01:42:28
5535844,919,5.0,2014-04-20 02:06:28
5535845,999,3.0,2014-04-20 02:14:29
5535846,924,5.0,2014-04-20 02:14:30
5535847,965,1.0,2014-04-20 02:14:34
5535848,344,5.0,2014-04-20 02:14:40
5535849,19,5.0,2014-04-20 02:14:40
5535850,410,2.0,2014-04-20 02:14:42
5535851,588,4.0,2014-04-20 02:14:45
5535852,1032,3.0,2014-04-20 02:14:47
5535853,11,3.0,2014-04-20 02:14:54
5535854,415,2.0,2014-04-20 02:15:00
5535855,150,5.0,2014-04-20 02:15:02
5535856,952,2.0,2014-04-20 02:15:05
5535857,42,4.0,2014-04-20 02:16:22
5535858,442,3.0,2014-04-20 02:16:27
5535859,163,3.0,2014-04-20 02:16:29
5535860,1036,5.0,2014-04-20 02:16:33
5535861,165,5.0,2014-04-20 02:16:33
5535862,225,3.0,2014-04-20 02:16:35
5535863,230,3.0,2014-04-20 02:16:39
5535864,653,2.0,2014-04-20 02:16:44
5535865,899,4.0,2014-04-20 02:20:55
5535866,538,5.0,2014-04-20 02:20:57
5535867,539,3.0,2014-04-20 02:20:59
5535868,1061,3.0,2014-04-20 02:20:59
5535869,194,3.0,2014-04-20 02:21:02
5535870,692,1.0,2014-04-20 02:21:06
5535871,543,2.0,2014-04-20 02:21:06
5535872,678,2.0,2014-04-20 02:21:07
5535873,542,2.0,2014-04-20 02:21:08
5535874,910,2.0,2014-04-20 02:21:08
5535875,1035,2.0,2014-04-20 02:21:09
5535876,196,3.0,2014-04-20 02:21:12
5535877,931,3.0,2014-04-20 02:21:13
5535878,743,3.0,2014-04-20 02:21:15
5535879,329,3.0,2014-04-20 02:21:19
5535880,198,4.0,2014-04-20 02:21:26
5535881,762,3.0,2014-04-20 02:21:29
5535882,1060,5.0,2014-04-20 02:21:37
5535883,327,4.0,2014-04-20 02:21:42
5535884,111,4.0,2014-04-20 02:21:43
5535885,589,4.0,2014-04-20 02:21:45
5535886,968,5.0,2014-04-20 02:29:14
5535887,180,5.0,2014-04-20 02:29:42
5535888,329,3.5,2014-04-20 02:30:41
5535889,34,3.0,2014-04-20 02:35:51
5535890,592,3.0,2014-04-20 02:36:47
5535891,153,3.0,2014-04-20 02:36:50
5535892,420,5.0,2014-04-20 02:37:48
5535893,994,5.0,2014-04-20 02:38:11
5535894,216,5.0,2014-04-20 02:38:21
5535895,141,2.0,2014-04-20 02:38:24
5535896,88,3.0,2014-04-20 02:38:36
5535897,101,5.0,2014-04-20 02:39:39
5535898,866,5.0,2014-04-20 02:39:41
5535899,218,5.0,2014-04-20 02:40:00
5535900,110,3.0,2014-04-20 02:40:09
5535901,105,3.0,2014-04-20 02:40:32
5535902,95,5.0,2014-04-20 02:40:44
5535903,428,3.0,2014-04-20 02:40:47
5535904,348,3.0,2014-04-20 02:41:11
5535905,784,3.0,2014-04-20 02:41:29
5535906,431,3.0,2014-04-20 02:41:53
5535907,912,2.0,2014-04-20 02:42:10
5535908,16,5.0,2014-04-20 02:42:14
5535909,836,3.0,2014-04-20 02:42:41
5535910,923,2.0,2014-04-20 02:43:40
